,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
23279,40395554,COUNTRY DONUTS,STATEN ISLAND,3235,RICHMOND AVENUE                                   ,10312,7189677111,Donuts,2014-12-09,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,10.0,A,2014-12-09,2015-08-14,Cycle Inspection / Initial Inspection
23290,40395568,FRANK'S PLACE,BROOKLYN,365,SMITH STREET,11231,7188755449,American ,2015-04-15,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,10.0,A,2015-04-15,2015-08-14,Cycle Inspection / Re-inspection
23323,40395597,ELMHURST FAMOUS PIZZA,QUEENS,8307,BROADWAY,11373,7182713000,Pizza,2015-06-02,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,Z,2015-06-02,2015-08-14,Cycle Inspection / Re-inspection
23348,40395653,MCDONALD'S,BRONX,300,EAST  204 STREET                                  ,10467,7186531387,Hamburgers,2015-01-21,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9.0,A,2015-01-21,2015-08-14,Cycle Inspection / Initial Inspection
23354,40395691,CAMILLES,MANHATTAN,113335,AMSTERDAM AVENUE                                                                                    ,10025,2127492428,American ,2015-05-18,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13.0,A,2015-05-18,2015-08-14,Cycle Inspection / Re-inspection
23372,40395723,OLYMPIC FLAME DINER,MANHATTAN,200,WEST   60 STREET,10023,2125815259,American ,2015-07-08,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,5.0,A,2015-07-08,2015-08-14,Cycle Inspection / Initial Inspection
23379,40395748,INDIGO INDIAN CUISINE,MANHATTAN,357,EAST   50 STREET                                  ,10022,2124211919,Indian,2015-05-27,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,12.0,A,2015-05-27,2015-08-14,Cycle Inspection / Re-inspection
23413,40395774,CARUSO PIZZERIA & RESTAURANT,BROOKLYN,150,SMITH STREET,11201,7187972300,Pizza/Italian,2015-03-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2015-03-04,2015-08-14,Cycle Inspection / Initial Inspection
23433,40395826,JAVA RESTAURANT,BROOKLYN,455,7TH AVENUE,11215,7188324583,Indonesian,2015-04-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2015-04-30,2015-08-14,Cycle Inspection / Initial Inspection
23445,40395858,TEQUILLA SUNRISE,QUEENS,3437,BELL BOULEVARD,11361,7186310377,Mexican,2015-05-14,No violations were recorded at the time of this inspection.,,,Not Applicable,21.0,Z,2015-05-14,2015-08-14,Cycle Inspection / Re-inspection
23494,40395860,LES HALLES,MANHATTAN,411,PARK AVENUE SOUTH,10016,2126794111,French,2015-01-13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,2015-01-13,2015-08-14,Cycle Inspection / Initial Inspection
23513,40395865,PIZZA NOSH,BROOKLYN,2807,NOSTRAND AVENUE,11229,7182533200,Pizza,2015-04-16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140å¼ F.,Critical,9.0,A,2015-04-16,2015-08-14,Cycle Inspection / Re-inspection
23531,40395872,CARIDAD RESTAURANT,MANHATTAN,3533,BROADWAY,10031,2128624053,Spanish,2014-09-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2014-09-30,2015-08-14,Cycle Inspection / Initial Inspection
23577,40395882,WHITE CASTLE,QUEENS,9808,ROCKAWAY BOULEVARD,11417,7186416870,Hamburgers,2015-03-09,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,2015-03-09,2015-08-14,Cycle Inspection / Initial Inspection
23582,40395892,THE STUMBLE INN,MANHATTAN,1454,2 AVENUE,10021,2126500561,American ,2015-05-07,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2015-05-07,2015-08-14,Cycle Inspection / Initial Inspection
23617,40395906,ROSA #2 PIZZERIA,QUEENS,7559,METROPOLITAN AVENUE                               ,11379,7188944707,Pizza/Italian,2014-12-23,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2014-12-23,2015-08-14,Cycle Inspection / Initial Inspection
23657,40395910,MCDONALD'S,QUEENS,25001,NORTHERN BOULEVARD,11362,7182297701,Hamburgers,2015-06-05,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,10.0,A,2015-06-05,2015-08-14,Cycle Inspection / Re-inspection
23680,40395921,GOLDEN PIZZA,BRONX,504,EAST  138 STREET                                  ,10454,7186658328,Pizza,2015-04-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2015-04-23,2015-08-14,Cycle Inspection / Initial Inspection
23723,40395935,MCDONALD'S,STATEN ISLAND,1660,RICHMOND AVENUE                                   ,10314,7184943400,Hamburgers,2015-05-12,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2015-05-12,2015-08-14,Cycle Inspection / Initial Inspection
23733,40395992,MCDONALD'S,BRONX,2516,WHITE PLAINS ROAD,10467,7188827541,Hamburgers,2015-07-24,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,11.0,A,2015-07-24,2015-08-14,Cycle Inspection / Initial Inspection
23745,40395996,HOT & CRUSTY BAKERY,MANHATTAN,84,EAST   42 STREET,10017,2123380260,Bagels/Pretzels,2015-08-10,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140å¼ F.,Critical,17.0,Z,2015-08-10,2015-08-14,Cycle Inspection / Re-inspection
23777,40396000,JULES BISTRO,MANHATTAN,65,ST MARKS PLACE,10003,2124775560,French,2015-06-19,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,24.0,Z,2015-06-19,2015-08-14,Cycle Inspection / Re-inspection
23838,40396019,IL VIOLINO,MANHATTAN,180,COLUMBUS AVENUE,10023,2128732500,Italian,2015-03-31,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2015-03-31,2015-08-14,Cycle Inspection / Re-inspection
23853,40396020,FRENCH ROAST,MANHATTAN,78,WEST   11 STREET                                  ,10011,2125332233,French,2015-03-18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2015-03-18,2015-08-14,Cycle Inspection / Initial Inspection
23863,40396037,SMILER'S DELI,MANHATTAN,532,MADISON AVENUE                                    ,10022,2126441090,Delicatessen,2015-07-16,Violations were cited in the following area(s).,20E,Letter Grade or Grade Pending card not conspicuously posted and visible to passersby.,Not Critical,,,,2015-08-14,Administrative Miscellaneous / Initial Inspection
23911,40396053,CHICK-N-RIBS,BRONX,780,MORRIS PARK AVE,10462,7184092441,Chicken,2015-02-04,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,11.0,A,2015-02-04,2015-08-14,Cycle Inspection / Initial Inspection
23931,40396074,MENDY'S,MANHATTAN,10,PARK AVENUE                                                                                         ,10016,2125761010,Jewish/Kosher,2015-06-29,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,9.0,A,2015-06-29,2015-08-14,Cycle Inspection / Initial Inspection
23961,40396126,EUROPA CAFE,MANHATTAN,205,WEST   57 STREET,10019,2129774030,American ,2015-06-08,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2015-06-08,2015-08-14,Cycle Inspection / Initial Inspection
23980,40396159,CARMINE'S,MANHATTAN,200,WEST   44 STREET                                  ,10036,2122213800,Italian,2015-02-23,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,2015-02-23,2015-08-14,Cycle Inspection / Initial Inspection
23994,40396183,HI FI,MANHATTAN,169,AVENUE A,10009,2124208392,American ,2015-01-02,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,9.0,A,2015-01-02,2015-08-14,Cycle Inspection / Initial Inspection
24008,40396215,GENNARO'S REST & PIZZERIA,STATEN ISLAND,413,NEW DORP LANE,10306,7189792382,Pizza/Italian,2014-11-10,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A,2014-11-10,2015-08-14,Cycle Inspection / Initial Inspection
24048,40396230,QUEENS COFFEE SHOP,QUEENS,10880,ROOSEVELT AVENUE,11368,7184293552,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-06-17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A,2015-06-17,2015-08-14,Cycle Inspection / Initial Inspection
24082,40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE                                  ,10017,2126610150,American ,2014-12-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140å¼ F.,Critical,13.0,A,2014-12-01,2015-08-14,Cycle Inspection / Initial Inspection
24137,40396246,LANGANS BAR & RESTAURANT,MANHATTAN,150,WEST   47 STREET                                  ,10036,2128695482,Irish,2015-02-03,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2015-02-03,2015-08-14,Cycle Inspection / Initial Inspection
24169,40396256,RITMO'S 60,QUEENS,3223,STEINWAY STREET,11103,7182041101,American ,2015-04-08,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12.0,A,2015-04-08,2015-08-14,Cycle Inspection / Initial Inspection
24174,40396264,DA NICO RESTAURANT,MANHATTAN,164,MULBERRY STREET                                   ,10013,2123431212,Italian,2015-04-28,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,A,2015-04-28,2015-08-14,Cycle Inspection / Re-inspection
24209,40396267,ARHARN THAI CUISINE,QUEENS,3205,36 AVENUE,11106,7187285563,Thai,2015-05-18,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,25.0,Z,2015-05-18,2015-08-14,Cycle Inspection / Re-inspection
24261,40396381,LA DINASTIA,MANHATTAN,4059,BROADWAY,10032,2129286605,Chinese/Cuban,2015-06-11,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,2015-06-11,2015-08-14,Cycle Inspection / Initial Inspection
